Division Name,Section,Block,Unit,Street Number,Street Name,Street Type,Alternate Street Number,Alternate Street Name,Alternate Street Type,Alternate Division Name,Date added to Register,Date removed from Register
GIRALANG,12,4,,7,Kinalung,Place,,,,,29-Jun-15,07-Feb-17
GIRALANG,13,6,,13,Mirrabucca,Crescent,1,Munga,Place,,29-Jun-15,27-Feb-17
GIRALANG,22,1,,9,Alphard,Place,,,,,29-Jun-15,11-Aug-15
GIRALANG,31,11,,12,Neworra,Place,,,,,29-Jun-15,27-Feb-17
GIRALANG,35,27,,13,Fornax,Street,,,,,29-Jun-15,07-Feb-17
GIRALANG,57,4,,7,Spigl,Street,,,,,29-Jun-15,21-Feb-17
GIRALANG,73,4,,96,Canopus,Crescent,2,Tucana,Street,,29-Jun-15,07-Feb-17
GRIFFITH,3,1,,33,Arthur,Circle,,,,,29-Jun-15,23-Sep-16
GRIFFITH,4,12,,12,La Perouse,Street,,,,,29-Jun-15,31-Aug-16
GRIFFITH,4,6,,1,Stokes,Street,,,,,29-Jun-15,08-Sep-17
GRIFFITH,10,18,,77,Flinders,Way,35,Durville,Crescent,,29-Jun-15,23-Sep-16
GRIFFITH,32,9,,13,Mitchell,Street,,,,,29-Jun-15,23-Sep-16
GRIFFITH,61,22,,57,La Perouse,Street,,,,,29-Jun-15,20-Sep-16
GRIFFITH,80,6,,1,Blaxland,Crescent,16,Wills,Street,,29-Jun-15,17-Nov-16
GRIFFITH,88,13,,20,Jansz,Crescent,,,,,29-Jun-15,23-Sep-16
GRIFFITH,89,2,,48,Jansz,Crescent,,,,,29-Jun-15,23-Sep-16
GRIFFITH,90,23,,18,Carstensz,Street,,,,,29-Jun-15,14-Oct-16
GRIFFITH,90,71,,11,Jansz,Crescent,,,,,29-Jun-15,20-Sep-16
HACKETT,2,15,,17,Newton,Street,,,,,29-Jun-15,20-Sep-16
HACKETT,6,10,,4,Skeats,Street,,,,,29-Jun-15,29-Sep-16
HACKETT,8,1,,37,Maitland,Street,24,Hedley,Street,,29-Jun-15,
HACKETT,9,5,,31,Hedley,Street,,,,,29-Jun-15,27-Feb-17
HACKETT,9,6,,29,Hedley,Street,,,,,29-Jun-15,29-Sep-16
HACKETT,9,7,,27,Hedley,Street,,,,,29-Jun-15,29-Sep-16
HACKETT,10,13,,13,Steele,Street,,,,,29-Jun-15,23-Jan-18
HACKETT,16,4,,36,Mills,Street,,,,,29-Jun-15,06-Sep-16
HACKETT,20,26,,25,Madigan,Street,,,,,29-Jun-15,06-Sep-16
HACKETT,21,22,,40,Gilbert,Street,,,,,29-Jun-15,23-Aug-17
HACKETT,21,9,,14,Gilbert,Street,,,,,29-Jun-15,03-Aug-15
HACKETT,22,23,,29,Rivett,Street,,,,,29-Jun-15,29-Sep-16
HACKETT,22,24,,27,Rivett,Street,,,,,29-Jun-15,05-Oct-17
HACKETT,24,15,,35,Harris,Street,,,,,29-Jun-15,16-Sep-16
HACKETT,25,5,,324,Antill,Street,,,,,29-Jun-15,14-Nov-16
HACKETT,25,7,,320,Antill,Street,,,,,29-Jun-15,16-Sep-16
HACKETT,27,7,,10,Verco,Street,,,,,29-Jun-15,08-Sep-16
HACKETT,28,14,,87,Rivett,Street,,,,,29-Jun-15,29-Sep-16
HACKETT,31,17,,98,Rivett,Street,,,,,29-Jun-15,20-Feb-18
HACKETT,37,6,11,104,Grayson,Street,,,,,29-Jun-15,28-Apr-22
HACKETT,37,6,10,102,Grayson,Street,,,,,29-Jun-15,28-Apr-22
HACKETT,38,15,,67,Mackenzie,Street,,,,,29-Jun-15,22-Nov-16
HACKETT,39,11,,6,Brennan,Street,,,,,29-Jun-15,16-Sep-16
HACKETT,40,8,,23,Brennan,Street,62,Mackenzie,Street,,29-Jun-15,23-Sep-16
HACKETT,44,11,,7,Bragg,Street,,,,,29-Jun-15,06-Sep-16
HACKETT,45,1,,2,Bragg,Street,38,Russell,Street,,29-Jun-15,22-Nov-16
HACKETT,45,3,,6,Bragg,Street,,,,,29-Jun-15,13-Jul-16
HACKETT,45,9,,18,Bragg,Street,,,,,29-Jun-15,22-Nov-16
HACKETT,46,13,,48,Russell,Street,,,,,29-Jun-15,13-Sep-16
HALL,1,2,,8,Palmer,Street,,,,,29-Jun-15,24-Mar-17
HALL,4,11,,6,Loftus,Street,,,,,29-Jun-15,18-Jan-17
HALL,8,11,,18,Gibbes,Street,,,,,29-Jun-15,18-Jan-17
HALL,11,8,,37,Victoria,Street,,,,,29-Jun-15,07-Nov-17
HAWKER,9,11,,82,Springvale,Drive,,,,,29-Jun-15,18-Apr-17
HAWKER,9,16,,27,Woolner,Circuit,,,,,29-Jun-15,03-May-17
HAWKER,11,18,,30,Moroak,Street,,,,,29-Jun-15,01-May-17
HAWKER,14,21,,10,Marrakai,Street,,,,,29-Jun-15,10-Feb-16
HAWKER,14,24,,51,Ambalindum,Street,,,,,29-Jun-15,05-May-17
HAWKER,18,22,,53,Erldunda,Circuit,,,,,29-Jun-15,01-May-17
HAWKER,24,12,,24,Mataranka,Street,,,,,29-Jun-15,03-May-17
HAWKER,25,1,,5,Elsey,Street,,,,,29-Jun-15,05-May-17
HAWKER,27,35,,26,Murranji,Street,,,,,29-Jun-15,05-May-17
HAWKER,27,41,,38,Murranji,Street,,,,,29-Jun-15,05-May-17
HAWKER,29,12,,1,Florina,Place,28,Tanumbirini,Street,,29-Jun-15,05-May-17
HIGGINS,2,24,,6,Rich,Street,,,,,29-Jun-15,18-Oct-17
HIGGINS,2,35,,28,Rich,Street,28,Rich,Place,,29-Jun-15,05-Oct-17
HIGGINS,3,3,,37,Rich,Street,,,,,29-Jun-15,07-Nov-17
HIGGINS,13,29,,23,Kriewaldt,Circuit,,,,,29-Jun-15,21-Sep-17
HIGGINS,13,30,,5,Morris,Street,21,Kriewaldt,Circuit,,29-Jun-15,07-Sep-17
HIGGINS,13,34,,32,Fullagar,Crescent,,,,,29-Jun-15,21-Sep-17
HIGGINS,14,8,,10,Kriewaldt,Circuit,,,,,29-Jun-15,23-Aug-17
HIGGINS,15,18,,6,Morris,Street,17,Kriewaldt,Circuit,,29-Jun-15,07-Sep-17
HIGGINS,15,27,,3,Hunt,Street,,,,,29-Jun-15,18-Oct-17
HIGGINS,16,22,,64,Northmore,Crescent,,,,,29-Jun-15,30-Aug-17
HIGGINS,20,13,,7,Weir,Place,,,,,29-Jun-15,30-Aug-17
HIGGINS,20,22,,7,Clyne,Place,,,,,29-Jun-15,16-Aug-17
HIGGINS,25,33,6,37,Fullagar,Crescent,,,,,29-Jun-15,10-Sep-20
HIGGINS,32,28,,36,Pennefather,Street,,,,,29-Jun-15,18-Oct-17
HIGGINS,45,35,,39,Davidson,Street,,,,,29-Jun-15,18-Oct-17
HOLDER,3,10,,49,Hyndes,Crescent,,,,,29-Jun-15,18-Apr-17
HOLDER,3,4,,61,Hyndes,Crescent,,,,,29-Jun-15,18-Apr-17
HOLDER,7,13,,22,Mulley,Street,,,,,29-Jun-15,08-Feb-17
HOLDER,7,19,,34,Mulley,Street,,,,,29-Jun-15,12-Dec-16
HOLDER,7,27,,34,Fossey,Street,,,,,29-Jun-15,05-Aug-15
HOLDER,7,30,,40,Fossey,Street,,,,,29-Jun-15,08-Feb-17
HOLDER,7,34,,3,Tully,Street,,,,,29-Jun-15,27-Feb-17
HOLDER,7,5,,6,Mulley,Street,,,,,29-Jun-15,20-Feb-18
HOLDER,7,8,,12,Mulley,Street,,,,,29-Jun-15,10-Jan-17
HOLDER,8,9,,87,Blackwood,Terrace,,,,,29-Jun-15,13-Apr-17
HOLDER,11,1,,88,Blackwood,Terrace,,,,,29-Jun-15,13-Apr-17
HOLDER,11,18,,23,Foxall,Street,,,,,29-Jun-15,21-Apr-17
HOLDER,14,40,,5,Coane,Street,,,,,29-Jun-15,03-May-17
HOLDER,15,16,,33,Pearson,Street,36,Foxall,Street,,29-Jun-15,05-May-17
HOLDER,15,5,,14,Foxall,Street,,,,,29-Jun-15,18-Apr-17
HOLDER,17,5,,24,Coane,Street,,,,,29-Jun-15,03-May-17
HOLDER,18,4,,31,Williamson,Street,,,,,29-Jun-15,07-Feb-17
HOLDER,18,5,,29,Williamson,Street,,,,,29-Jun-15,07-Feb-17
HOLDER,24,13,,4,Frankland,Street,,,,,29-Jun-15,13-Apr-17
HOLDER,26,13,,8,Percival,Street,,,,,29-Jun-15,05-May-17
HOLDER,26,8,,21,Sheaffe,Street,,,,,29-Jun-15,21-Dec-17
HOLDER,28,10,,56,Sheaffe,Street,,,,,29-Jun-15,07-Mar-17
HOLDER,28,9,,54,Sheaffe,Street,,,,,29-Jun-15,07-Mar-17
HOLDER,35,29,,34,Dixon,Drive,,,,,29-Jun-15,13-Apr-17
HOLDER,37,16,,80,Dixon,Drive,,,,,29-Jun-15,05-May-17
HOLDER,37,17,,82,Dixon,Drive,,,,,29-Jun-15,13-Nov-17
HOLDER,38,12,,23,Blackwood,Terrace,,,,,29-Jun-15,18-Apr-17
HOLDER,43,16,,35,Hyndes,Crescent,,,,,29-Jun-15,03-May-17
HOLT,3,1,,96,Spofforth,Street,,,,,29-Jun-15,20-Jun-16
HOLT,3,22,,353,Southern Cross,Drive,,,,,29-Jun-15,20-Jun-16
HOLT,5,17,,105,Beaurepaire,Crescent,2,Armstrong,Crescent,,29-Jun-15,19-Jan-18
HOLT,11,8,,16,Higgerson,Street,,,,,29-Jun-15,18-Apr-16
HOLT,14,33,,28,Laycock,Place,,,,,29-Jun-15,30-Jun-16
HOLT,16,27,,21,Pickworth,Street,2,Trumper,Street,,29-Jun-15,11-Apr-16
HOLT,20,7,,7,Pickworth,Street,,,,,29-Jun-15,18-Apr-16
HOLT,22,14,,18,Beaurepaire,Crescent,2,Pickworth,Street,,29-Jun-15,08-Apr-16
HOLT,22,15,,4,Pickworth,Street,,,,,29-Jun-15,08-Apr-16
HOLT,22,9,,8,Beaurepaire,Crescent,,,,,29-Jun-15,31-May-16
HOLT,28,9,,24,Mockridge,Crescent,2,Cazaly,Close,,29-Jun-15,14-Nov-16
HOLT,30,4,,26,Cazaly,Close,,,,,29-Jun-15,08-Jun-16
HOLT,31,23,,50,Griffiths,Street,,,,,29-Jun-15,08-Jun-16
HOLT,36,6,,10,Lindrum,Crescent,,,,,29-Jun-15,31-May-16
HOLT,39,7,,4,Longworth,Place,,,,,29-Jun-15,31-May-16
HOLT,41,3,,18,Cavill,Close,,,,,29-Jun-15,15-Nov-16
HOLT,70,6,,11,Biggs,Place,,,,,29-Jun-15,09-Jul-19
HUGHES,1,3,,1,Jess,Place,5,Birdwood,Street,,29-Jun-15,29-Nov-16
HUGHES,2,21,,5,Smyth,Place,,,,,29-Jun-15,26-May-17
HUGHES,3,18,,51,Glasgow,Street,,,,,29-Jun-15,10-Feb-16
HUGHES,3,26,,13,Downes,Place,,,,,29-Jun-15,10-Jan-17
HUGHES,4,1,,4,Glasgow,Street,,,,,29-Jun-15,10-Feb-16
HUGHES,5,4,,51,Birdwood,Street,2,Downes,Place,,29-Jun-15,10-Jan-17
HUGHES,7,29,,9,Brand,Street,,,,,29-Jun-15,16-Dec-16
HUGHES,9,19,,5,Wynter,Place,,,,,29-Jun-15,18-Jan-17
HUGHES,13,13,,15,Goble,Street,,,,,29-Jun-15,10-Jan-17
HUGHES,17,13,,73,Birdwood,Street,,,,,29-Jun-15,26-May-17
HUGHES,18,23,,8,Wylly,Place,,,,,29-Jun-15,27-Feb-17
HUGHES,19,14,,52,Lynch,Street,74,Kitchener,Street,,29-Jun-15,29-Apr-16
HUGHES,23,5,,38,Poynton,Street,,,,,29-Jun-15,27-Feb-17
HUGHES,26,24,,9,Higgs,Place,,,,,29-Jun-15,26-May-17
HUGHES,33,12,,53,Millen,Street,,,,,29-Jun-15,27-Nov-18
HUGHES,33,7,,43,Millen,Street,,,,,29-Jun-15,18-Jan-17
HUGHES,43,11,,34,Conyers,Street,,,,,29-Jun-15,07-Feb-17
JERRABOMBERRA,0,7,,146,Mugga,Lane,,,,,29-Jun-15,21-Dec-20
KALEEN,24,26,,14,Apsley,Place,,,,,29-Jun-15,21-Apr-17
KALEEN,50,14,,27,Bokhara,Circuit,,,,,29-Jun-15,24-Mar-17
KALEEN,57,14,,8,Wakool,Circuit,,,,,29-Jun-15,07-Feb-17
KALEEN,103,7,,14,Sherlock,Street,,,,,29-Jun-15,10-Feb-16
KALEEN,122,7,,23,Terewah,Circuit,,,,,29-Jun-15,24-Mar-17
KALEEN,135,3,,6,Lyndon,Street,,,,,29-Jun-15,24-Mar-17
KAMBAH,102,14,,1,Feltus,Place,45,Bacchus,Circuit,,29-Jun-15,08-Jun-16
KAMBAH,102,15,,2,Headdy,Place,43,Bacchus,Circuit,,29-Jun-15,08-Jun-16
KAMBAH,103,34,,15,Barritt,Street,1,Bacchus,Circuit,,29-Jun-15,08-Jun-16
KAMBAH,103,37,,9,Barritt,Street,,,,,29-Jun-15,12-Aug-16
KAMBAH,103,40,,3,Barritt,Street,,,,,29-Jun-15,12-Aug-16
KAMBAH,104,19,,19,Barritt,Street,2,Bacchus,Circuit,,29-Jun-15,08-Jun-16
KAMBAH,105,17,,9,Tepper,Circuit,,,,,29-Jun-15,08-Sep-16
KAMBAH,117,6,,75,Boddington,Crescent,,,,,29-Jun-15,06-Sep-16
KAMBAH,123,16,,28,Karney,Street,,,,,29-Jun-15,10-Aug-17
KAMBAH,124,4,,3,Ey,Place,,,,,29-Jun-15,21-Aug-17
KAMBAH,127,1,,5,Hiles,Place,,,,,29-Jun-15,05-May-16
KAMBAH,127,2,,3,Hiles,Place,,,,,29-Jun-15,17-May-16
KAMBAH,127,5,,36,Castley,Circuit,,,,,29-Jun-15,11-May-16
KAMBAH,128,18,,133,Boddington,Crescent,,,,,29-Jun-15,21-Jul-17
KAMBAH,134,2,,25,Bateman,Street,,,,,29-Jun-15,10-Jul-17
KAMBAH,135,2,,32,Dinnison,Circuit,,,,,29-Jun-15,05-Nov-16
KAMBAH,135,8,,4,Armytage,Circuit,,,,,29-Jun-15,12-Aug-16
KAMBAH,137,24,,18,Dinnison,Circuit,,,,,29-Jun-15,20-Jun-16
KAMBAH,137,6,,7,Coombs,Place,,,,,29-Jun-15,06-Sep-16
KAMBAH,139,6,,7,Crozier,Circuit,,,,,29-Jun-15,23-Sep-16
KAMBAH,151,11,,34,Bullock,Circuit,,,,,29-Jun-15,23-Jan-18
KAMBAH,160,13,,16,Morant,Circuit,,,,,29-Jun-15,08-Jun-16
KAMBAH,160,29,,62,Buckley,Circuit,,,,,29-Jun-15,14-Nov-16
KAMBAH,160,32,,56,Buckley,Circuit,,,,,29-Jun-15,05-Nov-16
KAMBAH,177,2,,22,Aitken,Circuit,,,,,29-Jun-15,12-Aug-16
KAMBAH,181,5,,18,East,Place,,,,,29-Jun-15,10-Aug-17
KAMBAH,181,9,,51,Karney,Place,,,,,29-Jun-15,10-Aug-17
KAMBAH,205,4,,3,Rounsevell,Street,,,,,29-Jun-15,30-Jun-16
KAMBAH,207,6,,135,Learmonth,Drive,,,,,29-Jun-15,30-Jun-16
KAMBAH,209,4,,5,McRae,Place,,,,,29-Jun-15,17-May-16
KAMBAH,209,5,,3,McRae,Place,,,,,29-Jun-15,08-Jun-16
KAMBAH,212,3,,8,Bateman,Street,2,Masters,Place,,29-Jun-15,25-May-17
KAMBAH,212,4,,4,Masters,Place,,,,,29-Jun-15,20-Sep-16
KAMBAH,217,6,,4,Paech,Place,,,,,29-Jun-15,16-Aug-17
KAMBAH,217,8,,8,Paech,Place,,,,,29-Jun-15,10-Jul-17
KAMBAH,219,11,,40,McKillop,Circuit,,,,,29-Jun-15,10-Jul-17
KAMBAH,222,14,,4,Kearne,Place,,,,,29-Jun-15,10-Jul-17
KAMBAH,222,5,,84,McKillop,Circuit,2,Knight,Place,,29-Jun-15,10-Jul-17
KAMBAH,223,4,,76,Learmonth,Drive,,,,,29-Jun-15,10-Jul-17
KAMBAH,232,10,,4,Bowler,Place,,,,,29-Jun-15,27-Jul-17
KAMBAH,232,11,,6,Bowler,Place,,,,,29-Jun-15,21-Jul-17
KAMBAH,232,13,,12,Bowler,Place,,,,,29-Jun-15,10-Aug-17
KAMBAH,233,5,,5,McKillop,Circuit,1,Bowler,Place,,29-Jun-15,21-Jul-17
KAMBAH,241,24,,95,O`Halloran,Circuit,,,,,29-Jun-15,10-Jul-17
KAMBAH,243,11,,4,Axford,Place,,,,,29-Jun-15,10-Jul-17
KAMBAH,247,4,,14,Springbett,Street,,,,,29-Jun-15,10-Aug-17
KAMBAH,250,2,,17,Gleeson,Place,,,,,29-Jun-15,27-Jul-17
KAMBAH,250,29,,2,Darlot,Place,5,Springbett,Street,,29-Jun-15,27-Jul-17
KAMBAH,258,41,,12,Dale,Circuit,,,,,29-Jun-15,10-Jul-17
KAMBAH,261,7,,23,Dale,Circuit,,,,,29-Jun-15,02-Jun-17
KAMBAH,262,9,,32,Dale,Circuit,,,,,29-Jun-15,02-Jun-17
KAMBAH,263,3,,7,Loder,Place,,,,,29-Jun-15,02-Jun-17
KAMBAH,305,3,,6,Crafer,Place,,,,,29-Jun-15,20-Jun-16
KAMBAH,306,4,,4,Miles,Place,,,,,29-Jun-15,13-Sep-16
KAMBAH,311,13,,4,Grote,Place,,,,,29-Jun-15,05-Nov-16
KAMBAH,319,20,,27,Sinclair,Street,,,,,29-Jun-15,29-Apr-16
KAMBAH,319,21,,25,Sinclair,Street,,,,,29-Jun-15,07-Apr-16
KAMBAH,322,11,,17,Malcolm,Place,,,,,29-Jun-15,29-Apr-16
KAMBAH,322,12,,15,Malcolm,Place,,,,,29-Jun-15,29-Apr-16
KAMBAH,323,32,,30,Inkster,Street,,,,,29-Jun-15,05-Nov-16
KAMBAH,325,6,,37,Jamieson,Crescent,,,,,29-Jun-15,25-Jul-16
KAMBAH,327,3,,2,McDowall,Place,15,Jamieson,Crescent,,29-Jun-15,12-Aug-16
KAMBAH,330,7,,11,Shipard,Place,,,,,29-Jun-15,20-Oct-17
KAMBAH,331,13,,7,Manifold,Place,,,,,29-Jun-15,04-Aug-17
KAMBAH,334,1,,52,Lascelles,Circuit,2,Browne,Place,,29-Jun-15,05-Oct-17
KAMBAH,334,5,,10,Browne,Place,,,,,29-Jun-15,14-Jun-18
KAMBAH,334,9,,44,Lascelles,Circuit,1,Grice,Place,,29-Jun-15,18-Oct-17
KAMBAH,335,3,,6,Grice,Place,,,,,29-Jun-15,05-Oct-17
KAMBAH,336,10,,4,Howey,Place,,,,,29-Jun-15,21-Sep-17
KAMBAH,339,2,,4,Jens,Place,,,,,29-Jun-15,07-Sep-17
KAMBAH,340,7,,3,Jens,Place,,,,,29-Jun-15,08-Sep-17
KAMBAH,341,7,,3,Hector,Place,,,,,29-Jun-15,05-Oct-17
KAMBAH,348,6,,35,Lawrence,Crescent,,,,,29-Jun-15,18-Oct-17
KAMBAH,350,2,,17,Lawrence,Crescent,,,,,29-Jun-15,18-May-18
KAMBAH,350,4,,13,Lawrence,Crescent,,,,,29-Jun-15,18-Oct-17
KAMBAH,352,6,,6,Lawrence,Crescent,,,,,29-Jun-15,07-Nov-17
KAMBAH,401,5,,3,Hair,Place,,,,,29-Jun-15,21-Dec-17
KAMBAH,403,6,,58,Bissenberger,Crescent,,,,,29-Jun-15,21-Dec-17
KAMBAH,407,5,,31,Bissenberger,Crescent,,,,,29-Jun-15,10-Feb-16
KAMBAH,422,15,,7,Conolly,Place,,,,,29-Jun-15,21-Dec-17
KAMBAH,422,16,,9,Conolly,Place,,,,,29-Jun-15,21-Dec-17
KAMBAH,423,6,,2,Conolly,Place,27,Mackay,Crescent,,29-Jun-15,07-Nov-17
KAMBAH,429,5,,11,Sholl,Place,,,,,29-Jun-15,18-Oct-17
KAMBAH,431,14,,48,Summerland,Circuit,,,,,29-Jun-15,07-Sep-17
KAMBAH,438,13,,8,Griffith,Place,,,,,29-Jun-15,05-Oct-17
KAMBAH,438,7,,68,Summerland,Circuit,,,,,29-Jun-15,07-Sep-17
KAMBAH,438,8,,70,Summerland,Circuit,79,Gallagher,Street,,29-Jun-15,07-Sep-17
KAMBAH,440,2,,5,Clifton,Place,,,,,29-Jun-15,07-Sep-17
KAMBAH,442,4,,76,Gallagher,Street,,,,,29-Jun-15,20-Feb-18
KAMBAH,455,4,,98,Summerland,Circuit,,,,,29-Jun-15,29-Apr-16
KAMBAH,457,16,,47,Lee-Steere,Crescent,,,,,29-Jun-15,21-Dec-17
KAMBAH,457,42,,1,Schlam,Place,15,Lee-Steere,Crescent,,29-Jun-15,21-Dec-17
KAMBAH,458,25,,25,Humble,Court,,,,,29-Jun-15,21-Dec-17
KAMBAH,462,43,,43,Fitzalan,Street,,,,,29-Jun-15,15-Feb-18
KAMBAH,466,6,,18,Maxworthy,Street,,,,,29-Jun-15,15-Feb-18
KAMBAH,469,21,,47,McDermott,Street,,,,,29-Jun-15,20-Feb-18
KAMBAH,469,22,,45,McDermott,Street,,,,,29-Jun-15,20-Feb-18
KAMBAH,469,27,,35,McDermott,Street,,,,,29-Jun-15,15-Feb-18
KAMBAH,482,8,,63,Livingston,Avenue,,,,,29-Jun-15,19-Mar-18
KAMBAH,492,8,,33,Bellingham,Crescent,50,Gallagher,Street,,29-Jun-15,05-Oct-17
KAMBAH,493,16,,36,Gallagher,Street,,,,,29-Jun-15,08-Sep-17
KAMBAH,493,22,,33,McKenzie,Street,,,,,29-Jun-15,27-Jun-22
LATHAM,5,20,,54,Fellows,Street,22,Backhouse,Street,,29-Jun-15,27-Feb-17
LATHAM,6,7,,10,Want,Place,,,,,29-Jun-15,27-Feb-17
LATHAM,8,5,,12,Fellows,Street,,,,,29-Jun-15,13-Apr-17
LATHAM,9,9,,17,Fellows,Street,,,,,29-Jun-15,13-Apr-17
LATHAM,10,2,,54,Macrossan,Crescent,,,,,29-Jun-15,27-Feb-17
LATHAM,10,5,,60,Macrossan,Crescent,,,,,29-Jun-15,01-Mar-17
LATHAM,10,6,,62,Macrossan,Crescent,,,,,29-Jun-15,24-Mar-17
LATHAM,11,2,,91,Macrossan,Crescent,,,,,29-Jun-15,04-Apr-17
LATHAM,12,8,,7,Jeffcott,Place,,,,,29-Jun-15,18-Apr-17
LATHAM,38,19,,240,Southern Cross,Drive,,,,,29-Jun-15,18-Apr-17
LATHAM,38,23,,248,Southern Cross,Drive,,,,,29-Jun-15,18-Apr-17
LATHAM,39,24,,4,Mein,Place,,,,,29-Jun-15,21-Jul-17
LATHAM,39,27,,10,Mein,Place,,,,,29-Jun-15,13-Apr-17
LATHAM,39,28,,9,Mein,Place,,,,,29-Jun-15,13-Apr-17
LATHAM,43,11,,228,Southern Cross,Drive,1,Dalley,Crescent,,29-Jun-15,24-Mar-17
LATHAM,43,12,,230,Southern Cross,Drive,,,,,29-Jun-15,13-Apr-17
LATHAM,44,10,,212,Southern Cross,Drive,,,,,29-Jun-15,18-Apr-17
LATHAM,44,19,,4,Gurner,Street,,,,,29-Jun-15,24-Mar-17
LATHAM,46,1,,2,Poole,Place,6,Solomon,Crescent,,29-Jun-15,04-Apr-17
LATHAM,56,8,,33,Cleland,Street,,,,,29-Jun-15,25-May-17
LATHAM,59,17,,104,O`Loghlen,Street,,,,,29-Jun-15,24-Mar-17
LYNEHAM,35,1,,194,Wattle,Street,264,Dryandra,Street,,29-Jun-15,04-Apr-17
LYNEHAM,35,28,,75,Archibald,Street,,,,,29-Jun-15,07-Mar-17
LYNEHAM,35,31,,81,Archibald,Street,,,,,29-Jun-15,24-Mar-17
LYONS,6,5,,20,Scottsdale,Street,,,,,29-Jun-15,02-Dec-22
LYONS,8,6,,40,Scottsdale,Street,,,,,29-Jun-15,02-Aug-16
LYONS,12,12,,49,Devonport,Street,,,,,29-Jun-15,02-Aug-16
LYONS,14,11,,10,Derwent,Street,1,Longford,Street,,29-Jun-15,02-Aug-16
LYONS,15,11,,22,Olympus,Way,,,,,29-Jun-15,21-Dec-20
LYONS,15,12,,24,Olympus,Way,2,Barrow,Place,,29-Jun-15,
LYONS,15,13,,4,Barrow,Place,,,,,29-Jun-15,02-Aug-16
LYONS,15,6,,27,Derwent,Street,,,,,29-Jun-15,06-Sep-16
LYONS,15,8,,23,Derwent,Street,,,,,29-Jun-15,29-Aug-16
LYONS,15,9,,21,Derwent,Street,,,,,29-Jun-15,29-Aug-16
LYONS,17,11,,44,Olympus,Way,,,,,29-Jun-15,06-Sep-16
LYONS,18,21,,19,Olympus,Way,,,,,29-Jun-15,02-Aug-16
LYONS,19,12,,4,Ossa,Place,,,,,29-Jun-15,02-Aug-16
LYONS,21,11,,49,Port Arthur,Street,,,,,29-Jun-15,15-Sep-16
LYONS,22,5,,28,Port Arthur,Street,,,,,29-Jun-15,02-Aug-16
LYONS,22,8,,6,Rufus,Place,,,,,29-Jun-15,29-Aug-16
LYONS,23,3,,7,Quamby,Place,,,,,29-Jun-15,23-Sep-16
LYONS,23,9,,48,Port Arthur,Street,,,,,29-Jun-15,15-Sep-16
LYONS,24,7,,6,Raoul,Place,,,,,29-Jun-15,26-May-17
LYONS,32,8,,1,Beedham,Place,74,Burnie,Street,,29-Jun-15,26-May-17
LYONS,35,14,,13,St Clair,Place,,,,,29-Jun-15,15-Sep-16
LYONS,40,1,,35,Tarraleah,Crescent,79,Launceston,Street,,29-Jun-15,08-Sep-16
LYONS,40,11,,9,Breona,Place,,,,,29-Jun-15,15-Sep-16
LYONS,40,26,,5,Tarraleah,Crescent,,,,,29-Jun-15,08-Sep-16
LYONS,40,31,,89,Launceston,Street,,,,,29-Jun-15,15-Sep-16
LYONS,43,6,,6,Ulverstone,Street,,,,,21-Dec-21,31-Aug-22
LYONS,45,15,,38,Burnie,Street,,,,,29-Jun-15,24-Nov-16
LYONS,49,20,,21,Chappell,Street,,,,,29-Jun-15,15-Sep-16
LYONS,51,15,,18,Lutana,Street,,,,,29-Jun-15,13-Apr-18
LYONS,51,4,,125,Launceston,Street,,,,,29-Jun-15,06-Sep-16
LYONS,52,39,,18,Chappell,Street,,,,,29-Jun-15,06-Sep-16
LYONS,52,56,,5,Maria,Place,6,Tasman,Place,,29-Jun-15,17-Nov-17
MACGREGOR,6,4,,23,Berne,Crescent,,,,,29-Jun-15,26-Jul-16
MACGREGOR,8,17,,70,Osburn,Drive,,,,,29-Jun-15,01-Aug-16
MACGREGOR,10,20,,40,Osburn,Drive,,,,,29-Jun-15,01-Aug-16
MACGREGOR,22,4,,20,Ballow,Crescent,,,,,29-Jun-15,01-Aug-16
MACGREGOR,24,4,,10,Lawrence,Close,,,,,29-Jun-15,30-Nov-15
MACGREGOR,27,2,,41,Handcock,Crescent,,,,,29-Jun-15,01-Aug-16
MACGREGOR,37,2,,19,Handcock,Crescent,,,,,29-Jun-15,25-Jul-16
MACGREGOR,37,27,,3,Bowden,Crescent,,,,,29-Jun-15,25-Jul-16
MACGREGOR,38,10,,20,Bowden,Crescent,,,,,29-Jun-15,12-Aug-16
MACGREGOR,38,14,,21,Beeston,Street,,,,,29-Jun-15,25-Jul-16
MACGREGOR,40,15,,29,Cumpston,Place,,,,,29-Jun-15,25-Jul-16
MACGREGOR,41,3,,6,Hayward,Street,,,,,29-Jun-15,01-Aug-16
MACGREGOR,42,1,,21,Osburn,Drive,,,,,29-Jun-15,25-Jul-16
MACGREGOR,51,10,,11,Holland,Street,,,,,29-Jun-15,14-Nov-17
MACGREGOR,59,11,,202,Osburn,Drive,2,Luther,Place,,29-Jun-15,05-May-16
MACGREGOR,59,12,,4,Luther,Place,,,,,29-Jun-15,05-May-16
MACGREGOR,60,20,,190,Osburn,Drive,,,,,29-Jun-15,05-May-16
MACGREGOR,66,21,,55,Brownless,Street,,,,,29-Jun-15,17-May-16
MACGREGOR,66,29,,15,Sewell,Place,,,,,29-Jun-15,05-May-16
